PropType,Address,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,6362 N 119TH ST,5,780,Ranch,Aluminum / Vinyl,1.0,1971,0,1204,1,3,1,1,10125,2017-08,139000
Residential,4248 N 86TH ST,5,1460,Ranch,Brick,1.0,1956,0,1176,1,3,2,1,5984,2017-08,147500
Residential,8712 W STARK ST,5,1400,Ranch,Aluminum / Vinyl,1.0,1964,0,1153,1,3,1,1,4950,2017-08,132000
Residential,4046 N 88TH ST,5,1460,Ranch,Stone,1.0,1956,0,1148,1,3,1,1,5120,2017-08,124700
Residential,5354 N 107TH ST,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1132,1,3,1,1,8990,2017-08,102000
Residential,3538 N 87TH ST,5,2040,Ranch,Brick,1.0,1956,0,1122,1,3,1,0,4960,2017-08,114900
Residential,4907 N 104TH ST,5,1040,Ranch,Aluminum / Vinyl,1.0,1962,0,1100,1,3,1,1,5940,2017-08,105000
Residential,9237 W ELMORE CT,5,2100,Ranch,Aluminum / Vinyl,1.0,1955,0,1008,1,3,1,1,8458,2017-08,109900
Residential,4962 N 110TH ST,5,1040,Ranch,Frame,1.0,1959,0,998,1,3,1,0,6560,2017-08,121900
Residential,9006 W LAWRENCE AV,5,1460,Ranch,Aluminum / Vinyl,1.0,1959,0,994,1,3,1,0,6000,2017-08,109500
Residential,5381 N 106TH ST,5,1040,Ranch,Masonry / Frame,1.0,1955,0,990,1,3,1,1,7130,2017-08,112000
Residential,3833 N 80TH ST,5,2040,Ranch,Brick,1.0,1954,0,981,1,2,1,0,5960,2017-08,91000
Residential,10320 W LANCASTER AV,5,1040,Ranch,Stone,1.0,1950,0,980,1,2,1,1,8280,2017-08,125500
Residential,10532 W RAE AV,5,1040,Ranch,Brick,1.0,1956,0,965,1,3,1,1,8400,2017-08,105000
Residential,8532 W LAWRENCE AV,5,1460,Ranch,Aluminum / Vinyl,1.0,1957,0,963,1,3,1,0,7600,2017-08,105500
Residential,8124 W HOPE AV,5,1470,Ranch,Frame,1.0,1956,0,948,1,3,1,1,8004,2017-08,135000
Residential,2941 N 88TH ST,5,2080,Ranch,Aluminum / Vinyl,1.0,1950,0,909,1,3,1,0,5120,2017-08,140000
Residential,9746 W METCALF PL,5,2100,Ranch,Brick,1.0,1954,0,905,1,3,2,0,5400,2017-08,107000
Residential,3428 N 91ST ST,5,2100,Ranch,Stucco,1.0,1951,0,624,1,2,1,0,5000,2017-08,90600
Residential,7707 W BECKETT AV,5,1470,Residence O/S,Brick,2.0,1928,0,1524,1,3,2,0,4800,2017-08,103000
Residential,7705 W LORRAINE PL,5,2080,Residence O/S,Frame,1.0,1925,0,1436,1,3,1,0,8040,2017-08,199900
Residential,10830 W FLORIST AV,5,780,Townhouse,Aluminum / Vinyl,2.0,1976,0,2451,2,6,2,2,8802,2017-08,163750
Residential,1933 N 1ST ST,6,2910,Colonial,Frame,2.0,1995,0,2058,1,3,2,1,7248,2017-08,340000
Residential,3331 N 17TH ST,6,2850,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,0,1973,2,4,2,0,4257,2017-08,33900
Residential,2353 N BOOTH ST,6,2810,Duplex O/S,Aluminum / Vinyl,2.0,1909,0,3301,2,7,2,0,3600,2017-08,205000
Residential,2355 N HUBBARD ST,6,2920,Duplex O/S,Aluminum / Vinyl,2.0,1905,0,2440,2,4,2,0,2772,2017-08,45000
Residential,2815A N PIERCE ST,6,2890,Duplex O/S,Aluminum / Vinyl,2.0,1894,0,1496,2,4,2,0,3900,2017-08,192500
Residential,3740 N 16TH ST,6,2860,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1923,0,1896,1,5,2,1,5000,2017-08,49000
Residential,609 E KEEFE AV,6,2800,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1188,1,3,1,0,3330,2017-08,110000
Residential,124 W BROWN ST,6,2910,Residence O/S,Frame,2.0,1890,0,1808,1,4,2,0,1500,2017-08,233500
Residential,2239 N 1ST ST,6,2910,Rm or Rooming House,Aluminum / Vinyl,1.0,1890,0,984,1,3,1,0,0,2017-08,130000
Residential,3425 N 44TH ST,7,1840,Cape Cod,Masonry / Frame,1.5,1939,0,1702,1,4,3,1,4760,2017-08,140000
Residential,4415 N 50TH ST,7,1680,Cape Cod,Brick,1.0,1953,0,1385,1,4,3,0,6000,2017-08,99900
Residential,3276 N 45TH ST,7,1840,Cape Cod,Brick,1.0,1950,0,1343,1,3,1,0,4760,2017-08,60000
Residential,3631 N 50TH ST,7,1820,Cape Cod,Aluminum / Vinyl,1.0,1942,0,1307,1,3,1,1,4840,2017-08,95000
Residential,3741 N 53RD ST,7,1830,Cape Cod,Brick,1.5,1937,0,1231,1,2,1,1,4800,2017-08,92000
Residential,4434 N 52ND ST,7,1560,Cape Cod,Frame,1.0,1955,0,1224,1,5,1,0,6250,2017-08,68000
Residential,4309 N 48TH ST,7,1680,Cape Cod,Aluminum / Vinyl,1.5,1938,0,1007,1,2,1,0,4800,2017-08,72500
Residential,5152 N 58TH ST,7,1140,Cape Cod,Aluminum / Vinyl,1.0,1938,0,960,1,3,1,0,5600,2017-08,30000
Residential,3377 N 47TH ST,7,1840,Colonial,Brick,2.0,1939,0,1568,1,3,1,1,5125,2017-08,108700
Residential,4944 W MEDFORD AV,7,1820,Dplx Bungalow,Stone,2.0,1936,0,2526,2,4,2,0,4800,2017-08,114900
Residential,2822 W MELVINA ST,7,2840,Dplx Bungalow,Aluminum / Vinyl,2.0,1925,0,2216,2,4,2,0,3700,2017-08,25000
Residential,3447 N 45TH ST,7,1840,Dplx Bungalow,Brick,1.5,1927,0,2016,2,4,2,0,4800,2017-08,129000
Residential,3007 N 23RD ST,7,2950,Duplex O/S,Aluminum / Vinyl,1.5,1910,0,1737,2,4,2,0,3750,2017-08,17000
Residential,3711 W ROOSEVELT DR,7,1740,Duplex O/S,Aluminum / Vinyl,2.0,1942,0,1680,2,4,2,0,5400,2017-08,91000
Residential,4508 N 38TH ST,7,1440,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1924,0,984,1,3,1,0,3600,2017-08,55000
Residential,4757 N 58TH ST,7,1150,Ranch,Brick,1.0,1956,0,1120,1,3,1,1,5400,2017-08,55500
Residential,1566 S 22ND ST,8,4100,Cottage,Aluminum / Vinyl,1.0,1885,0,937,1,3,1,0,4200,2017-08,41000
Residential,1546 S 37TH ST,8,4060,Duplex O/S,Aluminum / Vinyl,1.0,1923,0,1602,2,5,1,0,4320,2017-08,76630
Residential,1636 S 21ST ST,8,4100,Duplex-Cottage,Frame,1.0,1890,0,1928,2,5,2,0,3640,2017-08,48000
Residential,2419 W MAPLE ST,8,4120,Duplex-Cottage,Aluminum / Vinyl,1.0,1892,0,1764,2,5,2,0,3150,2017-08,78000
Residential,2040 S 36TH ST,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1132,1,3,1,0,3750,2017-08,117000
Residential,1221 S 37TH ST,8,4060,Residence O/S,Aluminum / Vinyl,1.5,1915,0,1709,1,4,2,0,3660,2017-08,111000
Residential,2576 S 28TH ST,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1912,0,1438,1,3,2,1,3600,2017-08,140000
Residential,2043 S 36TH ST,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1898,0,1146,1,2,1,1,4650,2017-08,79000
Residential,9125 N 94TH ST,9,40,Colonial,Aluminum / Vinyl,2.0,2007,0,1624,1,3,2,1,7123,2017-08,135000
Residential,7842 W BEECHWOOD AV,9,480,Colonial,Aluminum / Vinyl,2.0,1968,0,1450,1,4,1,1,7620,2017-08,150000
Residential,9409 N MICHAEL CT,9,40,Ranch,Fiber-Cement,1.0,2006,0,2778,1,4,3,0,13831,2017-08,290000
Residential,6863 N 85TH ST,9,480,Ranch,Brick,1.0,1966,0,1467,1,3,1,1,10912,2017-08,153000
Residential,5303 W PORTAGE AV,9,360,Ranch,Masonry / Frame,1.0,1958,0,1334,1,3,1,0,7560,2017-08,129000
Residential,7272 W CODY CR,9,660,Ranch,Frame,1.0,1966,0,1311,1,3,1,2,7689,2017-08,113500
Residential,6581 N 51ST ST,9,560,Ranch,Aluminum / Vinyl,1.0,1965,0,1285,1,3,1,1,8775,2017-08,107000
Residential,6445 N 52ND ST,9,560,Ranch,Aluminum / Vinyl,1.0,1969,0,1262,1,3,1,1,6622,2017-08,89900
Residential,10352 W TERRA AV,9,240,Ranch,Aluminum / Vinyl,1.0,1971,0,1227,1,3,1,1,9220,2017-08,140000
Residential,6871 N 85TH ST,9,480,Ranch,Aluminum / Vinyl,1.0,1966,0,1227,1,3,2,1,10860,2017-08,165000
Residential,6945 N 90TH ST,9,480,Ranch,Aluminum / Vinyl,1.0,1981,0,1209,1,3,2,0,11950,2017-08,170000
Residential,8143 N PINGREE AV,9,240,Ranch,Aluminum / Vinyl,1.0,1971,0,1200,1,4,1,1,9000,2017-08,148500
Residential,8819 W HELENA ST,9,480,Ranch,Aluminum / Vinyl,1.0,1973,0,1200,1,4,1,1,10537,2017-08,129900
Residential,6901 N 45TH ST,9,560,Ranch,Aluminum / Vinyl,1.0,1964,0,1075,1,3,1,1,7320,2017-08,110000
Residential,6500 N 49TH CT,9,560,Ranch,Aluminum / Vinyl,1.0,1962,0,1074,1,3,1,1,8640,2017-08,120000
Residential,5510 W SPRING LA,9,360,Ranch,Aluminum / Vinyl,1.0,1957,0,1072,1,3,1,1,11493,2017-08,112000
Residential,6553 N 83RD ST,9,480,Ranch,Aluminum / Vinyl,1.0,1958,0,1070,1,3,1,0,7200,2017-08,85900
Residential,7000 W BRENTWOOD AV,9,660,Ranch,Frame,1.0,1968,0,1063,1,3,1,1,7200,2017-08,130000
Residential,6440 N 51ST ST,9,560,Ranch,Aluminum / Vinyl,1.0,1964,0,1033,1,3,1,1,6375,2017-08,76900
Residential,6314 W SPOKANE ST,9,520,Ranch,Frame,1.0,1964,0,1006,1,3,1,1,7344,2017-08,92000
Residential,6438 N 60TH CT,9,560,Ranch,Aluminum / Vinyl,1.0,1964,0,964,1,3,1,0,6027,2017-08,88000
Residential,6529 N 83RD ST,9,480,Ranch,Brick,1.0,1958,0,926,1,3,1,1,7200,2017-08,112900
Residential,9415 W GOODRICH AV,9,240,Ranch,Aluminum / Vinyl,1.0,1981,0,912,1,3,2,0,7200,2017-08,145500
Residential,10428 W DARNEL AV,9,240,Ranch,Aluminum / Vinyl,1.0,1974,0,906,1,3,1,0,7200,2017-08,123000
Residential,4632 W MILL RD,9,560,Residence O/S,Aluminum / Vinyl,1.5,1900,0,1265,1,2,1,1,9000,2017-08,52950
Residential,5930 W VALLEY FORGE DR,10,2660,Cape Cod,Brick,1.0,1957,0,1892,1,5,2,0,6587,2017-08,189000
Residential,5701 W PHILIP PL,10,1850,Cape Cod,Brick,1.0,1944,0,1214,1,3,1,1,4800,2017-08,77000
Residential,641 S 67TH ST,10,2710,Cape Cod,Brick,1.0,1946,0,1125,1,3,1,0,4960,2017-08,94500
Residential,2918 N 73RD ST,10,2080,Cape Cod,Brick,1.0,1947,0,836,1,2,1,1,5400,2017-08,124500
Residential,161 N 70TH ST,10,2720,Colonial,Aluminum / Vinyl,2.0,2004,0,2227,1,4,2,1,4600,2017-08,277500
Residential,5623 W AUER AV,10,1850,Colonial,Stone,2.0,1947,0,1793,1,4,1,1,6960,2017-08,165000
Residential,2781 N AVONDALE BL,10,1980,Colonial,Brick,2.0,1936,0,1760,1,3,1,1,6200,2017-08,214000
Residential,5740 W BROOKLYN PL,10,1850,Colonial,Brick,2.0,1946,0,1680,1,3,1,2,3963,2017-08,139000
Residential,3030 N 72ND ST,10,2080,Colonial,Block,2.0,1948,0,1639,1,5,2,0,5400,2017-08,180500
Residential,3431 N 58TH ST,10,1850,Colonial,Brick,2.0,1938,0,1420,1,3,1,1,5480,2017-08,114999
Residential,2233 N 57TH ST,10,2540,Dplx Bungalow,Aluminum / Vinyl,2.0,1922,0,2517,2,4,2,0,4032,2017-08,145000
Residential,2206 N 56TH ST,10,2540,Dplx Bungalow,Aluminum / Vinyl,2.0,1919,0,2479,2,5,2,0,3955,2017-08,164900
Residential,2663-A N 61ST ST,10,2540,Dplx Bungalow,Masonry / Frame,2.0,1928,0,2390,2,4,2,0,5280,2017-08,174000
Residential,2018 N 57TH ST,10,2540,Dplx Bungalow,Aluminum / Vinyl,2.0,1922,0,2268,2,4,2,0,4800,2017-08,152000
Residential,5026 W WELLS ST,10,2660,Dplx Bungalow,Aluminum / Vinyl,2.0,1925,0,2207,2,4,2,0,8100,2017-08,156000
Residential,5525 W WISCONSIN AV,10,2660,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,0,1938,2,3,2,0,5400,2017-08,148113
Residential,1739 N 55TH ST,10,2540,Dplx Bungalow,Aluminum / Vinyl,1.5,1921,0,1773,2,4,2,0,4800,2017-08,150000
Residential,216 N 64TH ST,10,2700,Dplx Bungalow,Aluminum / Vinyl,1.0,1930,0,1277,2,3,2,0,4500,2017-08,112500
Residential,3006 N 73RD ST,10,2080,Duplex N/S,Brick,1.5,1970,0,2092,2,5,2,0,5400,2017-08,152000
Residential,3912 N 75TH ST,10,1940,Duplex N/S,Aluminum / Vinyl,2.0,1957,0,1896,2,4,2,0,4800,2017-08,118900
Residential,1808 N 48TH ST,10,2540,Duplex O/S,Aluminum / Vinyl,2.0,1913,0,2190,2,4,2,0,4200,2017-08,156100
Residential,1256 N 55TH ST,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1957,1,4,2,0,4800,2017-08,179900
Residential,2026 N 53RD ST,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1921,0,1824,1,4,3,0,4800,2017-08,219900
Residential,1128 N 46TH ST,10,2610,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1931,0,1687,1,4,1,0,4800,2017-08,142900
Residential,2045 N 54TH ST,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1920,0,1618,1,3,2,0,4800,2017-08,234900
Residential,1836 N 52ND ST,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1916,0,1601,1,5,2,0,4130,2017-08,189000
Residential,1831 N 48TH ST,10,2540,Milwaukee Bungalow,Brick,1.0,1916,0,1510,1,3,1,0,4800,2017-08,175000
Residential,5603 W MICHIGAN ST,10,2660,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1461,1,3,2,1,5928,2017-08,210000
Residential,1345 N HAWLEY RD,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1924,0,1081,1,3,1,0,2960,2017-08,139900
Residential,432 S 65TH ST,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1919,0,920,1,2,1,0,5895,2017-08,112500
Residential,212 N 72ND ST,10,2720,Ranch,Frame,1.0,1949,0,914,1,1,1,0,5360,2017-08,107500
Residential,242 N 90TH ST,10,2760,Ranch,Aluminum / Vinyl,1.0,1951,0,912,1,3,1,0,7840,2017-08,174400
Residential,530 S 68TH ST,10,2710,Ranch,Aluminum / Vinyl,1.0,1955,0,828,1,2,1,0,4340,2017-08,113000
Residential,315 S 64TH ST,10,2710,Ranch,Aluminum / Vinyl,1.0,1953,0,792,1,2,2,0,3870,2017-08,119000
Residential,9118 W PARK HILL AV,10,2760,Ranch,Aluminum / Vinyl,1.0,1952,0,747,1,2,1,0,4560,2017-08,79500
Residential,228 S 67TH ST,10,2710,Ranch,Aluminum / Vinyl,1.0,1949,0,736,1,2,1,0,3720,2017-08,108000
Residential,444 N 41ST ST,10,2180,Residence O/S,Frame,1.5,2005,0,1540,1,3,2,0,3600,2017-08,144900
Residential,2573 N 53RD ST,10,1880,Residence O/S,Aluminum / Vinyl,1.5,1925,0,1205,1,3,2,0,4800,2017-08,96000
Residential,6329 W FAIRVIEW AV,10,2700,Residence O/S,Frame,1.0,1925,0,1141,1,3,1,0,3750,2017-08,85000
Residential,3223 S 38TH ST,11,4410,Cape Cod,Stone,1.5,1951,0,1940,1,3,2,1,6760,2017-08,184000
Residential,3251 S 35TH ST,11,4400,Cape Cod,Brick,1.0,1952,0,1666,1,4,2,0,6000,2017-08,170000
Residential,3905 S 56TH ST,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1536,1,3,1,0,7320,2017-08,169900
Residential,2650 S 62ND ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1417,1,4,1,1,5280,2017-08,169900
Residential,2734 S 63RD ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1316,1,4,2,0,5439,2017-08,159900
Residential,2766 S 63RD ST,11,4240,Cape Cod,Aluminum / Vinyl,1.5,1954,0,1306,1,4,1,1,5439,2017-08,168000
Residential,2764 S 48TH ST,11,4320,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1176,1,3,1,0,4920,2017-08,134000
Residential,3420 S 81ST ST,11,4340,Cape Cod,Aluminum / Vinyl,1.0,1959,0,1159,1,4,1,0,6700,2017-08,170000
Residential,3151 S 37TH ST,11,4410,Cape Cod,Brick,1.0,1951,0,1151,1,3,1,0,6900,2017-08,128000
Residential,5614 W MORGAN AV,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1124,1,3,1,0,5720,2017-08,99000
Residential,3440 S 57TH ST,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1105,1,3,2,0,6750,2017-08,149300
Residential,3337 S 63RD ST,11,4380,Cape Cod,Aluminum / Vinyl,1.0,1940,0,1100,1,2,1,0,9310,2017-08,139900
Residential,3178 S 43RD ST,11,4410,Cape Cod,Brick,1.0,1949,0,1079,1,3,1,0,4760,2017-08,159000
Residential,2519 S 70TH ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1953,0,996,1,3,1,0,5000,2017-08,151000
Residential,4501 W FILLMORE DR,11,4260,Cape Cod,Aluminum / Vinyl,1.0,1950,0,953,1,3,1,0,4922,2017-08,120000
Residential,9842 W HOWARD AV,11,4340,Colonial,Masonry / Frame,2.0,1989,0,2481,1,4,2,1,15300,2017-08,299000
Residential,3301 W RUSKIN ST,11,4400,Colonial,Aluminum / Vinyl,2.0,1957,0,1492,1,3,1,1,4320,2017-08,132000
Residential,2647 S 69TH ST,11,4240,Colonial,Aluminum / Vinyl,2.0,1900,0,1422,1,4,2,0,3960,2017-08,137000
Residential,3227 S 95TH ST,11,4350,Cottage,Prem Wood,1.0,1923,0,1165,1,3,1,1,6920,2017-08,150000
Residential,3053 S 38TH ST,11,4320,Dplx Bungalow,Brick,1.5,1929,0,2213,2,4,2,0,4836,2017-08,177000
Residential,6241 W KINNICKINNIC RIVER PK,11,4240,Duplex N/S,Stone,2.0,1957,0,2610,2,6,2,0,8910,2017-08,210000
Residential,2651 S 51ST ST,11,4280,Duplex N/S,Brick,2.0,1958,0,2532,2,6,2,0,8017,2017-08,184400
Residential,3201 S 77TH ST,11,4340,Duplex N/S,Aluminum / Vinyl,1.5,1972,0,2100,2,5,2,0,7200,2017-08,189900
Residential,4615 W TRIPOLI AV,11,4420,Duplex N/S,Aluminum / Vinyl,2.0,1954,0,1728,2,6,2,0,9076,2017-08,160000
Residential,3156 S 49TH ST,11,4420,Duplex N/S,Aluminum / Vinyl,2.0,1952,0,1708,2,4,2,0,5000,2017-08,151500
Residential,3141 S 43RD ST,11,4410,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1214,1,3,1,0,7986,2017-08,168000
Residential,4028 S 74TH ST,11,4340,Ranch,Brick,1.0,1956,0,1446,1,3,2,0,7490,2017-08,205000
Residential,3031 S 33RD ST,11,4320,Ranch,Stone,1.0,1951,0,1394,1,2,1,1,6600,2017-08,153000
Residential,3606 S MASSACHUSETTS AV,11,4330,Ranch,Aluminum / Vinyl,1.0,1959,0,1369,1,3,1,1,7260,2017-08,132000
Residential,7229 W CRAWFORD AV,11,4330,Ranch,Brick,1.0,1961,0,1368,1,3,1,1,9945,2017-08,153900
Residential,7042 W TRIPOLI AV,11,4330,Ranch,Aluminum / Vinyl,1.0,1959,0,1366,1,3,1,1,7316,2017-08,177000
Residential,6205 W MORGAN AV,11,4420,Ranch,Brick,1.0,1954,0,1360,1,3,1,1,5500,2017-08,135000
Residential,3830 S 67TH ST,11,4420,Ranch,Brick,1.0,1962,0,1297,1,3,1,1,8640,2017-08,200000
Residential,7400 W GEORGIA AV,11,4330,Ranch,Aluminum / Vinyl,1.0,1959,0,1238,1,3,1,1,7260,2017-08,163000
Residential,3600 S 90TH ST,11,4350,Ranch,Brick,1.0,1959,0,1230,1,3,1,1,6650,2017-08,173500
Residential,3049 S 55TH ST,11,4240,Ranch,Brick,1.0,1960,0,1202,1,3,1,1,6120,2017-08,136900
Residential,7930 W HOWARD AV,11,4340,Ranch,Brick,1.0,1960,0,1122,1,3,1,1,6840,2017-08,173000
Residential,3447 S 75TH ST,11,4310,Ranch,Brick,1.0,1956,0,1101,1,3,1,0,7320,2017-08,160000
Residential,7320 W BURDICK AV,11,4310,Ranch,Brick,1.0,1956,0,1098,1,3,2,1,7259,2017-08,169900
Residential,3152 S 99TH ST,11,4350,Ranch,Brick,1.0,1959,0,1091,1,3,1,1,7105,2017-08,179000
Residential,2925 S 70TH ST,11,4240,Ranch,Brick,1.0,1954,0,1084,1,3,1,1,7425,2017-08,160000
Residential,3429 S 56TH ST,11,4420,Ranch,Stone,1.0,1953,0,1080,1,3,1,0,6713,2017-08,155000
Residential,5610 W MORGAN AV,11,4420,Ranch,Brick,1.0,1953,0,1075,1,3,1,0,5850,2017-08,145000
Residential,3417 S 71ST ST,11,4310,Ranch,Brick,1.0,1954,0,1070,1,3,1,0,6500,2017-08,167000
Residential,2525 S 63RD ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1954,0,1064,1,3,1,0,4884,2017-08,149500
Residential,4071 S 56TH ST,11,4420,Ranch,Brick,1.0,1956,0,1057,1,3,1,0,6450,2017-08,140000
Residential,3920 S 53RD ST,11,4420,Ranch,Brick,1.0,1955,0,1031,1,3,1,0,9152,2017-08,149900
Residential,3036 S 57TH ST,11,4240,Ranch,Brick,1.0,1953,0,1013,1,3,1,0,6050,2017-08,108900
Residential,7003 W KINNICKINNIC RIVER PK,11,4240,Ranch,Brick,1.0,1954,0,1010,1,3,1,0,9600,2017-08,121000
Residential,6623 W VERONA CT,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,999,1,3,1,0,6200,2017-08,122500
Residential,5315 W VAN BECK AV,11,4420,Ranch,Frame,1.0,1955,0,999,1,3,1,1,5350,2017-08,152000
Residential,6708 W EUCLID AV,11,4380,Ranch,Aluminum / Vinyl,1.0,1954,0,989,1,3,1,1,5720,2017-08,149900
Residential,3663 S 81ST ST,11,4340,Ranch,Aluminum / Vinyl,1.0,1955,0,988,1,3,1,0,6700,2017-08,154900
Residential,2518 S 64TH ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1954,0,979,1,3,1,0,4884,2017-08,137000
Residential,3751 S 89TH ST,11,4350,Ranch,Brick,1.0,1957,0,972,1,3,1,0,7980,2017-08,145000
Residential,8101 W TESCH AV,11,4340,Ranch,Aluminum / Vinyl,1.0,1960,0,937,1,3,2,1,7200,2017-08,175000
Residential,2918 S 46TH ST,11,4320,Ranch,Brick,1.0,1952,0,908,1,2,1,1,5480,2017-08,138000
Residential,6423 W BURDICK AV,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,903,1,3,1,1,9856,2017-08,126000
Residential,3416 S 68TH ST,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,864,1,3,1,0,6200,2017-08,99900
Residential,6417 W BENNETT AV,11,4240,Ranch,Aluminum / Vinyl,1.0,1952,0,811,1,2,1,0,5280,2017-08,111500
Residential,2814 S 51ST ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1949,0,706,1,2,1,0,6336,2017-08,92000
Residential,3271 S 92ND ST,11,4350,Residence O/S,Aluminum / Vinyl,1.0,1928,0,1398,1,3,1,0,10904,2017-08,142500
Residential,9501 W MORGAN AV,11,4350,Townhouse,Aluminum / Vinyl,2.0,1989,0,2681,2,6,2,2,9144,2017-08,290000
Residential,8215 W EUCLID AV,11,4340,Townhouse,Masonry / Frame,2.0,1968,0,2562,2,6,2,2,8910,2017-08,235000
Residential,4612 W OKLAHOMA AV,11,4320,Townhouse,Brick,2.0,1944,0,1870,2,4,2,0,8160,2017-08,160900
Residential,4900 W OKLAHOMA AV,11,4240,Triplex,Stone,2.0,1953,0,2923,3,4,3,0,5058,2017-08,156400
Residential,7134 W LAKEFIELD DR,11,4310,Triplex,Brick,2.0,1957,0,2760,3,5,3,0,6871,2017-08,245000
Residential,1404 W GREENFIELD AV,12,4040,Cottage,Aluminum / Vinyl,1.5,1893,0,1819,1,5,2,0,4200,2017-08,77500
Residential,2438 S 17TH ST,12,4160,Cottage,Aluminum / Vinyl,1.0,1895,0,1213,1,4,1,0,2910,2017-08,49900
Residential,2429 S 18TH ST,12,4160,Cottage,Frame,1.0,1903,0,1020,1,4,1,0,2700,2017-08,62000
Residential,2068 S 5TH PL,12,4120,Cottage,Aluminum / Vinyl,1.0,1900,0,824,1,2,1,0,5760,2017-08,35000
Residential,2523-A S 15TH ST,12,4160,Duplex O/S,Frame,2.0,1915,0,1944,2,4,2,0,3750,2017-08,37000
Residential,1201 W ROGERS ST,12,4120,Duplex O/S,Aluminum / Vinyl,1.0,1880,0,1583,3,4,3,0,3364,2017-08,35000
Residential,1013A W MADISON ST,12,4040,Duplex O/S,Frame,1.5,1895,0,1400,2,4,2,0,3500,2017-08,42000
Residential,2115 S 15TH PL,12,4120,Duplex-Cottage,Aluminum / Vinyl,2.0,1900,0,1600,2,4,2,0,2450,2017-08,64000
Residential,819 S 17TH ST,12,4050,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1546,1,4,2,0,4725,2017-08,85000
Residential,2724 S 16TH ST,12,4160,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1924,0,1321,1,4,1,0,2820,2017-08,127500
Residential,1916 W WINDLAKE AV,12,4160,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1274,1,4,1,0,4800,2017-08,63500
Residential,2334 S 9TH ST,12,4160,Residence O/S,Frame,1.0,1892,0,1186,1,4,1,0,3600,2017-08,60000
Residential,814 S 9TH ST,12,4040,Residence O/S,Brick,1.5,1900,0,979,1,3,1,0,2500,2017-08,64000
Residential,1711 W CLAYTON CREST AV,13,4780,Bi-Level,Frame,1.0,1971,0,1936,1,3,1,1,22148,2017-08,228000
Residential,1721 W MALLORY AV,13,4780,Cape Cod,Aluminum / Vinyl,1.5,1955,0,1974,1,4,3,0,21780,2017-08,234500
Residential,5247 S 22ND PL,13,4780,Cape Cod,Brick,1.0,1974,0,1933,1,3,2,0,8320,2017-08,212000
Residential,3600 S 16TH ST,13,4520,Cape Cod,Brick,1.0,1947,0,1660,1,3,1,1,8517,2017-08,160395
Residential,4256 S 2ND ST,13,4700,Cape Cod,Brick,1.0,1955,0,1619,1,3,2,0,4840,2017-08,191000
Residential,4771 S 6TH ST,13,4740,Cape Cod,Brick,1.0,1950,0,1517,1,3,1,1,10880,2017-08,172000
Residential,5245 S 6TH ST,13,4800,Cape Cod,Aluminum / Vinyl,1.0,1946,0,1421,1,3,1,1,9000,2017-08,175000
Residential,4631 S PINE AV,13,4720,Cape Cod,Brick,1.0,1950,0,1395,1,4,2,0,6000,2017-08,224000
Residential,4833 S 26TH ST,13,4660,Cape Cod,Aluminum / Vinyl,1.5,1942,0,1315,1,2,2,1,6192,2017-08,148500
